generation,best_fitness,mean_fitness,accuracy,neuron_count,synapse_count
1625,0.864278,0,0.8125,11,21
1626,0.864278,0,0.8125,11,21
1627,0.864278,0,0.8125,11,21
1628,0.864278,0,0.8125,11,21
1629,0.864278,0,0.8125,11,21
1630,0.864278,0,0.8125,11,21
1631,0.864278,0,0.8125,11,21
1632,0.864278,0,0.8125,11,21
1633,0.864278,0,0.8125,11,21
1634,0.864278,0,0.8125,11,21
1635,0.864278,0,0.8125,11,21
1636,0.864278,0,0.8125,11,21
1637,0.865346,0,0.8125,11,21
1638,0.865346,0,0.8125,11,21
1639,0.865346,0,0.8125,11,21
1640,0.865349,0,0.8125,11,21
1641,0.865354,0,0.8125,11,21
1642,0.865367,0,0.8125,11,21
1643,0.865406,0,0.8125,11,21
1643,0.865406,0,0.8125,12,23
1644,0.865672,0,0.8125,12,23
1645,0.865672,0,0.8125,12,23
1646,0.865672,0,0.8125,12,23
1647,0.865727,0,0.8125,12,23
1648,0.865799,0,0.8125,12,23
1649,0.865849,0,0.8125,12,23
1650,0.86585,0,0.8125,12,23
1651,0.86585,0,0.8125,12,23
1652,0.86585,0,0.8125,12,23
1653,0.865852,0,0.8125,12,23
1654,0.865852,0,0.8125,12,23
1655,0.865854,0,0.8125,12,23
1656,0.865854,0,0.8125,12,23
1657,0.865854,0,0.8125,12,23
1658,0.865854,0,0.8125,12,23
1659,0.865854,0,0.8125,12,23
1660,0.865854,0,0.8125,12,23
1661,0.865854,0,0.8125,12,23
1662,0.865854,0,0.8125,12,23
1663,0.865854,0,0.8125,12,23
1664,0.865854,0,0.8125,12,23
1665,0.865854,0,0.8125,12,23
1666,0.865854,0,0.8125,12,23
1667,0.865854,0,0.8125,12,23
1668,0.865854,0,0.8125,12,23
1669,0.865854,0,0.8125,12,23
1670,0.865854,0,0.8125,12,23
1671,0.865854,0,0.8125,12,23
1672,0.865854,0,0.8125,12,23
1673,0.865854,0,0.8125,12,23
1674,0.865854,0,0.8125,12,23
1675,0.865854,0,0.8125,12,23
1676,0.865854,0,0.8125,12,23
1677,0.865854,0,0.8125,12,23
1678,0.865854,0,0.8125,12,23
1679,0.865854,0,0.8125,12,23
1680,0.865854,0,0.8125,12,23
1681,0.865854,0,0.8125,12,23
1682,0.865854,0,0.8125,12,23
1683,0.865854,0,0.8125,12,23
1684,0.865854,0,0.8125,12,23
1685,0.865854,0,0.8125,12,23
1686,0.865854,0,0.8125,12,23
1687,0.865854,0,0.8125,12,23
1688,0.865854,0,0.8125,12,23
1689,0.865854,0,0.8125,12,23
1690,0.865854,0,0.8125,12,23
1691,0.865854,0,0.8125,12,23
1692,0.865854,0,0.8125,12,23
1693,0.865854,0,0.8125,12,23
1694,0.865854,0,0.8125,12,23
1695,0.865854,0,0.8125,12,23
1696,0.865854,0,0.8125,12,23
1696,0.865854,0,0.8125,13,25
1697,0.865854,0,0.8125,13,25
1698,0.865854,0,0.8125,13,25
1699,0.865854,0,0.8125,13,25
1700,0.865854,0,0.8125,13,25
1701,0.865854,0,0.8125,13,25
1702,0.865854,0,0.8125,13,25
1703,0.865854,0,0.8125,13,25
1704,0.865854,0,0.8125,13,25
1705,0.865854,0,0.8125,13,25
1706,0.865854,0,0.8125,13,25
1707,0.865854,0,0.8125,13,25
1708,0.865854,0,0.8125,13,25
1709,0.865854,0,0.8125,13,25
1710,0.865854,0,0.8125,13,25
1711,0.865854,0,0.8125,13,25
1712,0.865854,0,0.8125,13,25
1713,0.865854,0,0.8125,13,25
1714,0.865854,0,0.8125,13,25
1715,0.865854,0,0.8125,13,25
1716,0.865854,0,0.8125,13,25
1717,0.865854,0,0.8125,13,25
1718,0.865854,0,0.8125,13,25
1719,0.865854,0,0.8125,13,25
1720,0.865854,0,0.8125,13,25
1721,0.865854,0,0.8125,13,25
1722,0.865854,0,0.8125,13,25
1723,0.865854,0,0.8125,13,25
1724,0.865854,0,0.8125,13,25
1725,0.865854,0,0.8125,13,25
1726,0.865854,0,0.8125,13,25
1727,0.865854,0,0.8125,13,25
1728,0.865854,0,0.8125,13,25
1729,0.865854,0,0.8125,13,25
1730,0.865854,0,0.8125,13,25
1731,0.865854,0,0.8125,13,25
1732,0.865854,0,0.8125,13,25
1733,0.865854,0,0.8125,13,25
1734,0.865854,0,0.8125,13,25
1735,0.865854,0,0.8125,13,25
1736,0.865854,0,0.8125,13,25
1737,0.865854,0,0.8125,13,25
1738,0.865854,0,0.8125,13,25
1739,0.865854,0,0.8125,13,25
1740,0.865854,0,0.8125,13,25
1741,0.865854,0,0.8125,13,25
1742,0.865854,0,0.8125,13,25
1743,0.865854,0,0.8125,13,25
1744,0.865854,0,0.8125,13,25
1745,0.865854,0,0.8125,13,25
1746,0.865854,0,0.8125,13,25
1747,0.865854,0,0.8125,13,25
1748,0.865854,0,0.8125,13,25
1749,0.865854,0,0.8125,13,25
1750,0.865854,0,0.8125,13,25
1751,0.865854,0,0.8125,13,25
1752,0.865854,0,0.8125,13,25
1753,0.865854,0,0.8125,13,25
1754,0.865854,0,0.8125,13,25
1755,0.865854,0,0.8125,13,25
1756,0.865854,0,0.8125,13,25
1757,0.865854,0,0.8125,13,25
1758,0.865854,0,0.8125,13,25
1759,0.865854,0,0.8125,13,25
1760,0.865854,0,0.8125,13,25
1761,0.865854,0,0.8125,13,25
1762,0.865854,0,0.8125,13,25
1763,0.865854,0,0.8125,13,25
1764,0.865854,0,0.8125,13,25
1765,0.865854,0,0.8125,13,25
1766,0.865854,0,0.8125,13,25
1767,0.865854,0,0.8125,13,25
1768,0.865854,0,0.8125,13,25
1769,0.865854,0,0.8125,13,25
1770,0.865854,0,0.8125,13,25
1771,0.865854,0,0.8125,13,25
1772,0.865854,0,0.8125,13,25
1773,0.865854,0,0.8125,13,25
1774,0.865854,0,0.8125,13,25
1775,0.865854,0,0.8125,13,25
1776,0.865854,0,0.8125,13,25
1777,0.865854,0,0.8125,13,25
1778,0.865854,0,0.8125,13,25
1779,0.865854,0,0.8125,13,25
1780,0.865854,0,0.8125,13,25
1781,0.865854,0,0.8125,13,25
1782,0.865854,0,0.8125,13,25
1783,0.865854,0,0.8125,13,25
1784,0.865854,0,0.8125,13,25
1785,0.865854,0,0.8125,13,25
1786,0.865854,0,0.8125,13,25
1787,0.865854,0,0.8125,13,25
1788,0.865854,0,0.8125,13,25
1789,0.865854,0,0.8125,13,25
1790,0.865854,0,0.8125,13,25
1791,0.865854,0,0.8125,13,25
1792,0.865854,0,0.8125,13,25
1793,0.865854,0,0.8125,13,25
1794,0.865854,0,0.8125,13,25
1795,0.865854,0,0.8125,13,25
1796,0.865854,0,0.8125,13,25
1797,0.865854,0,0.8125,13,25
1798,0.865854,0,0.8125,13,25
1799,0.865854,0,0.8125,13,25
1800,0.865854,0,0.8125,13,25
1801,0.865854,0,0.8125,13,25
1802,0.865854,0,0.8125,13,25
1803,0.907141,0,0.8125,13,25
1804,0.907141,0,0.8125,13,25
1805,0.907141,0,0.8125,13,25
1806,0.907141,0,0.8125,13,25
1807,0.907301,0,0.8125,13,25
1808,0.907445,0,0.8125,13,25
1809,0.907734,0,0.8125,13,25
1810,0.907836,0,0.8125,13,25
1811,0.907944,0,0.8125,13,25
1812,0.908115,0,0.8125,13,25
1813,0.908243,0,0.8125,13,25
1814,0.908462,0,0.8125,13,25
1815,0.908972,0,0.8125,13,25
1816,0.910168,0,0.8125,13,25
1817,0.912048,0,0.8125,13,25
1818,0.91528,0,0.8125,13,25
1819,0.917081,0,0.8125,13,25
1820,0.917511,0,0.8125,13,25
1821,0.917511,0,0.8125,13,25
1822,0.917537,0,0.8125,13,25
1823,0.917574,0,0.8125,13,25
1824,0.917628,0,0.8125,13,25
1825,0.917755,0,0.8125,13,25
1826,0.918003,0,0.8125,13,25
1827,0.918452,0,0.8125,13,25
1828,0.919192,0,0.8125,13,25
1829,0.922288,0,0.8125,13,25
1830,0.92687,0,0.8125,13,25
1831,0.934839,0,0.8125,13,25
1832,0.938842,0,0.8125,13,25
1833,0.939168,0,0.8125,13,25
1834,0.939241,0,0.8125,13,25
1835,0.939241,0,0.8125,13,25
1836,0.939261,0,0.8125,13,25
1837,0.939299,0,0.8125,13,25
1838,0.939371,0,0.8125,13,25
1839,0.939439,0,0.8125,13,25
1840,0.939538,0,0.8125,13,25
1841,0.939755,0,0.8125,13,25
1842,0.940099,0,0.8125,13,25
1843,0.940744,0,0.8125,13,25
1844,0.941729,0,0.8125,13,25
1845,0.9431,0,0.8125,13,25
1846,0.944423,0,0.8125,13,25
1847,0.944725,0,0.8125,13,25
1848,0.944927,0,0.8125,13,25
1849,0.945163,0,0.8125,13,25
1850,0.945568,0,0.8125,13,25
1851,0.945943,0,0.8125,13,25
1852,0.950155,0,0.8125,13,25
1853,0.951822,0,0.8125,13,25
1854,0.951932,0,0.8125,13,25
1855,0.952118,0,0.8125,13,25
1855,0.952118,0,0.9375,14,28
